Latitude,Longitude,Country
60.882630000000006,8.447389999999999,Norway
61.59141999999999,13.304310000000001,Sweden
58.709219999999995,6.75599,Norway
60.33509,10.63009,Norway
58.70275,12.41114,Sweden
58.68705,6.0,Norway
58.72865,9.17269,Norway
58.72772,8.48193,Norway
58.18707,8.1497,Norway
58.1762,7.12979,Norway
58.70275,6.4111400000000005,Norway
58.67781,6.0,Norway
58.7194,7.4461,Norway
58.90733,8.47925,Norway
58.90733,9.52075,Norway
60.16539,9.18017,Norway
59.79175,10.9599,Norway
59.79175,7.0401,Norway
60.309459999999994,11.95022,Norway
59.4442,9.881639999999999,Norway
60.33509,7.369910000000001,Norway
60.34496,8.81884,Norway
60.33016,7.0079,Norway
59.984840000000005,9.53758,Norway
58.35026,6.778810000000001,Norway
58.69536,6.1176,Norway
67.52257,15.703129999999998,Norway
58.343880000000006,6.43746,Norway
58.36668,8.145380000000001,Norway
58.54903,8.82819,Norway
58.33659,6.13167,Norway
58.515980000000006,6.124680000000001,Norway
58.52975,6.767469999999999,Norway
58.35573,7.1203,Norway
58.7231,7.79131,Norway
58.180730000000004,7.46967,Norway
59.796580000000006,10.60374,Norway
58.72772,9.51807,Norway
58.90826,8.826410000000001,Norway
58.86636,6.0,Norway
58.90266999999999,7.7850399999999995,Norway
58.53985,7.45405,Norway
60.52353000000001,8.45352,Norway
60.704080000000005,9.18318,Norway
59.80044,7.75254,Norway
60.34496,9.18116,Norway
60.50962,11.003110000000001,Norway
60.51856,7.72502,Norway
60.68306,6.61985,Norway
60.68306,11.38015,Norway
60.698069999999994,7.7179199999999994,Norway
60.469919999999995,6.0,Norway
59.80333,8.108889999999999,Norway
60.32424,11.35397,Norway
59.785959999999996,6.684069999999999,Norway
59.7715,6.073230000000001,Norway
60.50365,6.63302,Norway
60.31734,6.28432,Norway
60.51458,10.6391,Norway
60.34397,9.54348,Norway
59.80526999999999,9.53469,Norway
59.971230000000006,7.0295,Norway
60.16441,9.540510000000001,Norway
60.144819999999996,6.658869999999999,Norway
60.16245,9.90081,Norway
60.15951,10.26105,Norway
60.16539,8.81983,Norway
60.13015,6.05769,Norway
60.16441,8.459489999999999,Norway
60.12135,6.0,Norway
59.9654,6.67155,Norway
60.52154,8.08924,Norway
58.36942,8.82907,Norway
59.979980000000005,10.25421,Norway
59.98581,8.8208,Norway
